1.0	0.7198370378754361
2.0	2.4867835700664873
3.0	1.4110426682955268
4.0	2.2813111903159338
5.0	2.5800325724202615
6.0	1.0593942064161297
7.0	0.22179473383344014
8.0	1.7531799383457822
9.0	1.3168897056499862
10.0	-1.7661131037816997
11.0	-1.7288144684389233
12.0	-2.128421286267897
13.0	-0.7997194058660351
14.0	-0.36525411589501444
15.0	-1.2843670025851837
16.0	0.40545891980720045
17.0	-1.419009424974336
18.0	-0.023693797111823692
19.0	-0.42707049029097466
20.0	-0.2991333891272104
21.0	-0.955674168134766
22.0	-0.9720284108832113
23.0	-0.8767240129589173
24.0	-2.4529226751379194
25.0	-2.6535885497272274
26.0	-1.901286799243299
27.0	0.07990052954547622
28.0	-0.9800657905487219
29.0	-1.6472579754529781
30.0	-1.32457435060369
31.0	0.8231198132976164
32.0	0.7927247379600487
33.0	0.9302413748290853
34.0	0.07323732571115978
35.0	-0.7591471466671389
36.0	0.133048940886704
37.0	0.4640649327354872
38.0	0.8027127615316426
39.0	0.5675444483825828
40.0	-0.2524203384971842
41.0	0.8636380646270966
42.0	-0.262295469505059
43.0	-0.11187635538277126
44.0	0.7510107610642813
45.0	0.8038834917680849
46.0	0.6048337172487231
47.0	0.41576358760469784
48.0	0.8850222325923564
49.0	0.9165262671284857
50.0	0.8205751845556551
101.0	0.9909213640636853
